S.No,NABL/NON NABL,Discipline / Group,Materials or Products tested,Parameter,Method,Sample Quantity g/mL,Lead time,Charges per sample,No of Sample,18% GST SAC 998343,Total amount,PROTOCOL NO.,NABL Range,Limit of quantification,,Protocol Link
325,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Plant available silicon % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
326,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Potassium as K mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
327,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Pourability (Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.1 % to 70 %,,,https://forms.gle/49mTRqwiD6QxDFU87
328,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Pourability (Rinsed Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.01 % to 50 %,,,https://forms.gle/49mTRqwiD6QxDFU87
329,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Quercetin % w/w,ABRL STP 007 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 95 %,0.39 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
330,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Shape ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
331,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Sodium as Na mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
332,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Solid Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 99 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
333,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 100 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
334,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Specific gravity ,CIPAC MT 3,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
335,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Specific gravity,FCO 1985 SCD II Part B,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
336,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Strontium as Sr mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
337,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
338,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Suspensibility % w/w,CIPAC MT 161,100,15,2000,1,360,2360,ABRL PRO 096,0.1 % to 105 %,,,https://forms.gle/1KM8MciJYXpU9Noz8
339,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Thiamin mononitrate (Vitamin B1) % w/w,ABRL STP 009 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
340,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Amino acid % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
341,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Amino Nitrogen % w/w,Thai industrial standard Page no. 191-193,1500,15,2000,1,360,2360,ABRL PRO 092,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
342,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Carbohydrate % w/w,ABRL STP 046 (Anthrone),50,15,1500,1,270,1770,ABRL PRO 035,0.001 % to 99 %,10.05 mg/kg,,https://forms.gle/QExDSnE6janEauz8A
343,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Chloride % w/w,FCO 1985 SCD II Part B Cl.No.18,50,15,300,1,54,354,ABRL PRO 078,0.01 % to 99 %,,,https://forms.gle/k6tf57dYD8yuAbRD8
344,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Dissolved Solids (TDS) % w/w,ABRL STP 098 (Gravimetric),100,15,350,1,63,413,ABRL PRO 097,0.01 % to 60 % ,,,https://forms.gle/JbV95JkQizSL42Vm8
345,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Humic acid % w/w,ISO 5073,50,15,1200,1,216,1416,ABRL PRO 005,0.1 % to 99 %,,,https://forms.gle/kGrK8JuttwQrNZqp7
346,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
347,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Nitrogen % w/w,IS 16556,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
348,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
349,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Organic Carbon/Organic Carbon % w/w,IS 16556,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
350,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total phosphorous as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
351,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total phosphorous as P2O5 % w/w,IS 16556,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
352,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Potash K & K as K2O % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
353,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
354,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Protein % w/w,ABRL STP 016 (Folin-lowery),50,15,1500,1,270,1770,ABRL PRO 018,0.001 % to 99 %,,,https://forms.gle/NVvh6HsVcqMFKm8bA
355,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total protein Calculative % w/w,Calculative based on conversion factor (Kjeldahl),50,15,100,1,18,118,ABRL PRO 007,0.05 % to 99 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
356,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
357,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Triacontanol % w/w,ABRL STP 011 (GC),50,15,3500,1,630,4130,ABRL PRO 003,0.05 % to 99 %,502 mg/kg,,https://forms.gle/SWkKy6Q53AmRiEDg9
358,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Viscosity cps,CIPAC MT 22,500,15,1000,1,180,1180,ABRL PRO 051,1 to 25000 cps,,,https://forms.gle/xMxncb1RieE6p3Gr7
359,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
360,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
361,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Water Soluble potash as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
362,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
363,NABL,CHEMICAL- BIO- STIMULANT,Antioxidants formulations,Zinc as Zn mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
364,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,6 Benzyl Amino Purine (6-BAP) % w/w,ABRL STP 006 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,1 mg/kg to 990000 mg/kg,0.86 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
365,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Accelerated stability study,CIPAC MT 46,500 ml,22,40000,1,7200,47200,ABRL PRO 083,Not applicable,Not applicable,,
366,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Acid Insoluble Ash % w/w,FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
367,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Acid soluble Ash % w/w,Calculative based on FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
368,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Alginic Acid % w/w,ABRL STP 050 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,44.70 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
369,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Alpha-tocopherol (Vitamin E) % w/w,ABRL STP 010 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
370,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Aluminium as Al mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
371,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Ammoniacal nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,600,1,108,708,ABRL PRO 014,0.1 % to 40 %,,,https://forms.gle/eCp5pXhcQKkRUFpd8
372,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Appereance ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
373,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Arsenic as As/As2O3 mg/kg,FCO 1985 SCD IV Part D Cl. No. 12,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
374,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Arsenic as As / AS2O3 mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
375,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Ascorbic acid % w/w,ABRL STP 005 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
376,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Barium as Ba mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
377,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Boron as B mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
378,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,C:N Ratio,FCO 1985 SCD IV Part D Cl.No. 07,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
379,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,C:N Ratio ,IS 16556,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
380,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Cadmium as Cd mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
381,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Cadmium as Cd mg/kg,IS 16556,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
382,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Calcium as Ca mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
383,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Carrabiitol % w/w,ABRL STP 092 (HPLC),100,15,3500,1,630,4130,,,,,
384,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Cation Exchange Capacity meq/g,ABRL STP 053 (MP-AES),50,15,1500,1,270,1770,ABRL PRO 045, 1 meq/g to 50000 meq/g,,,https://forms.gle/8X4X79vm56r7wuts8
385,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Chromium as Cr mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
386,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Chromium as Cr mg/kg,IS 16556,50,15,600,,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
387,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Clarity,European Pharmacopiea 9.2,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
388,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Cobalt as Co mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
389,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Colour,OPPTS 830.6302,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
390,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Conductivity µS/cm,FCO 1985 SCD IV Part D Cl.No.04,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
391,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Conductivity µS/cm,IS 16556,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
392,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Copper as Cu mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
393,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Copper as Cu mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
394,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Density g/ml,FCO 1985 SCD IV Part D,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
395,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Density g/ml,IS 16556,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
396,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Dilution Stability,CIPAC MT 41,50,15,1500,1,270,1770,ABRL PRO 093,Not applicable,,,https://forms.gle/7WdUJ6YZ1kVrGfC77
397,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Elemental Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,400,1,72,472,ABRL PRO 011,0.1 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
398,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Folic acid % w/w,ABRL STP 001 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 95 %,0.15 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
399,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Formol nitrogen content % w/w,Thai industrial standard Page no.191,50,15,2000,1,360,2360,ABRL PRO 092,0.05 % to 50 %,,,https://forms.gle/Y7Ye6zMjosRonixA8
400,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Free alkali as KOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
401,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Free alkali as NaOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
402,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Free amino nitrogen % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
403,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Fucoidan % w/w,ABRL STP 115 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
404,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Fulvic acid % w/w,ABRL STP 116 (Titrimetric),50,15,1000,1,180,1180,ABRL PRO 108,0.001 % to 60 %,,,https://forms.gle/rMyfSJtJSzRCT7Yj8
405,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Gibbrellic Acid -3 (GA3) % w/w,ABRL STP 003 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.001 % to 97 %,0.17 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
406,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Humic Acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
407,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Hydrophobic fulvic acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
408,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Indole Acetic Acid % w/w,ABRL STP 002 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 99 %,0.14 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
409,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Indole Butyric Acid % w/w,ABRL STP 022 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.003 % to 99 %,0.52 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
410,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Inorganic matter (Ash) % w/w,Calculative based on FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
411,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Inorganic matter (Ash) % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008,0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
412,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Inorganic Nitrogen (Nitrate nitrogen) % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,1000,1,180,1180,ABRL PRO 055,0.1 % to 35 %,,,https://forms.gle/3CzKP7dHJ2b1ptPq6
413,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Iron as Fe % w/w,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
414,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,K as K2O % w/w,IS 9497,,15,,,0,0,,,,,
415,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Kinetin % w/w,ABRL STP 008 (HPLC),50,15,4000,1,720,4720,ABRL PRO 002,0.005 % to 99 %,0.03 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
416,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Laminarin % w/w,ABRL STP 114 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
417,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Lead as Pb mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
418,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Lead as Pb mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
419,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Magnesium as Mg mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
420,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Manganese as Mn mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
421,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Mannitol % w/w,ABRL STP 051 (HPLC),50,15,1500,1,270,1770,ABRL PRO 043,0.01 % to 95 %,,,https://forms.gle/Gx8Sx2CdHYh9FdJm7
422,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Material Insoluble in water % w/w,CIPAC MT 10,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
423,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Mercury as Hg mg/kg,FCO 1985 SCD IV Part D Cl.No.11,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
424,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Mercury as Hg mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
425,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Moisture Content % w/w,FCO 1985 SCD IV Part D Cl.No.02,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
426,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Moisture Content % w/w,ABRL STP 090 (IR Balance),200,15,450,1,81,531,ABRL PRO 030,0.1 % to 65 %,,,https://forms.gle/GVr8x5kg84nXY8ML9
427,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Moisture Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.01 % to 50 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
428,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Moisture Content % w/w,IS 16556,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
429,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Moisture Content % w/w,ISO 19822,50,15,500,1,90,590,ABRL PRO 004,1 % to 10 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
430,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Molybdenum as Mo mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
431,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Myo-inositol % w/w,ABRL STP 113 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
432,NABL,CHEMICAL- BIO- STIMULANT,Biochemicals Formulations,Na as Na2O % w/w,IS 9497,50,15,500,1,90,590,ABRL PRO 006,0.05% to 50 %,,,"https://forms.gle/xFDBDxZZHQdxNbVW8 , https://forms.gle/r52g7ec3g7ZfoEhWA"
